,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,train_time,train_time_per_sample,train_start_time,train_end_time,train_device,predict_time,predict_time_per_sample,predict_start_time,predict_end_time,predict_device,accuracy,log_loss,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,files.data_dir,files.data_file,model.library,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.algorithm,model.init.k,Condensing Ratio,Metric,model.init.name,Symmetric,model.init.weights,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers
4b167dbd7d25bf36fed1946216bf6b13,train,deckard.base.experiment.Experiment,4b167dbd7d25bf36fed1946216bf6b13,SMS Spam,cpu,4b167dbd7d25bf36fed1946216bf6b13,4b167dbd7d25bf36fed1946216bf6b13,k-KNN,4b167dbd7d25bf36fed1946216bf6b13,4b167dbd7d25bf36fed1946216bf6b13,1.16243077,0.0581215385,1723641458.9157095,1723641460.0610657,cpu,6.0739955,0.060739955,1723641460.0611994,1723641465.963663,cpu,0.19,27.976704730926823,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,100,20,deckard.base.files.FileConfig,.pkl,sms_spam,4b167dbd7d25bf36fed1946216bf6b13,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,data,63c1738b513a85c831ed6843dca90559,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,100,20,label,brute,3,1,Ratio,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
4986f7f9c03567da293948093d4fa2f8,train,deckard.base.experiment.Experiment,4986f7f9c03567da293948093d4fa2f8,SMS Spam,cpu,4986f7f9c03567da293948093d4fa2f8,4986f7f9c03567da293948093d4fa2f8,k-KNN,4986f7f9c03567da293948093d4fa2f8,4986f7f9c03567da293948093d4fa2f8,1.17944728,0.058972364,1723641621.3218906,1723641622.4830315,cpu,6.23515589,0.0623515589,1723641622.4832566,1723641628.519429,cpu,0.23,26.595089707335983,raw_data/sms-spam_undersampled_1450.csv,label,3,True,True,100,20,deckard.base.files.FileConfig,.pkl,sms_spam,4986f7f9c03567da293948093d4fa2f8,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,data,1a23e9a9f0bb0b3239b60e32a3949de1,sklearn,raw_data/sms-spam_undersampled_1450.csv,3,True,True,100,20,label,brute,7,1,Jaro-Winkler,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
4985bc7c0c47dcf63f85b5beaf5079f1,train,deckard.base.experiment.Experiment,4985bc7c0c47dcf63f85b5beaf5079f1,SMS Spam,cpu,4985bc7c0c47dcf63f85b5beaf5079f1,4985bc7c0c47dcf63f85b5beaf5079f1,k-KNN,4985bc7c0c47dcf63f85b5beaf5079f1,4985bc7c0c47dcf63f85b5beaf5079f1,1.21974072,0.060987036,1723641495.4145253,1723641496.5597458,cpu,6.57152763,0.0657152763,1723641496.5599868,1723641502.5371356,cpu,0.18,28.32209249487593,raw_data/sms-spam_undersampled_1450.csv,label,2,True,True,100,20,deckard.base.files.FileConfig,.pkl,sms_spam,4985bc7c0c47dcf63f85b5beaf5079f1,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,data,3f3762bb76b0afea903c71ba52ab8337,sklearn,raw_data/sms-spam_undersampled_1450.csv,2,True,True,100,20,label,brute,11,1,SeqRatio,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
47cd662c4f730c6e21c51d1473b1091c,train,deckard.base.experiment.Experiment,47cd662c4f730c6e21c51d1473b1091c,SMS Spam,cpu,47cd662c4f730c6e21c51d1473b1091c,47cd662c4f730c6e21c51d1473b1091c,k-KNN,47cd662c4f730c6e21c51d1473b1091c,47cd662c4f730c6e21c51d1473b1091c,1.19560764,0.059780382,1723641572.2485435,1723641573.3653753,cpu,6.66273738,0.0666273738,1723641573.3656132,1723641579.4661624,cpu,0.22,26.940477471285085,raw_data/sms-spam_undersampled_1450.csv,label,8,True,True,100,20,deckard.base.files.FileConfig,.pkl,sms_spam,47cd662c4f730c6e21c51d1473b1091c,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,data,10678c314205465ef59c9b27a8c9f989,sklearn,raw_data/sms-spam_undersampled_1450.csv,8,True,True,100,20,label,brute,3,1,SeqRatio,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
473568b30cacf5be4f4c0fdef8b06ba7,train,deckard.base.experiment.Experiment,473568b30cacf5be4f4c0fdef8b06ba7,SMS Spam,cpu,473568b30cacf5be4f4c0fdef8b06ba7,473568b30cacf5be4f4c0fdef8b06ba7,k-KNN,473568b30cacf5be4f4c0fdef8b06ba7,473568b30cacf5be4f4c0fdef8b06ba7,1.19434483,0.0597172415,1723641392.9598188,1723641394.1097918,cpu,6.14591347,0.0614591347,1723641394.1099372,1723641399.9035883,cpu,0.85,5.180816459236602,raw_data/sms-spam_undersampled_1450.csv,label,4,True,True,100,20,deckard.base.files.FileConfig,.pkl,sms_spam,473568b30cacf5be4f4c0fdef8b06ba7,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,data,ba8c4a7c2589956ff967f28d7f550687,sklearn,raw_data/sms-spam_undersampled_1450.csv,4,True,True,100,20,label,brute,11,1,GZIP,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
462147d4fa2dd349e28bff8f1252490a,train,deckard.base.experiment.Experiment,462147d4fa2dd349e28bff8f1252490a,SMS Spam,cpu,462147d4fa2dd349e28bff8f1252490a,462147d4fa2dd349e28bff8f1252490a,k-KNN,462147d4fa2dd349e28bff8f1252490a,462147d4fa2dd349e28bff8f1252490a,1.23364854,0.061682427,1723641587.9423842,1723641589.103693,cpu,6.61208159,0.0661208159,1723641589.1038136,1723641595.0779104,cpu,0.2,27.631308971003413,raw_data/sms-spam_undersampled_1450.csv,label,4,True,True,100,20,deckard.base.files.FileConfig,.pkl,sms_spam,462147d4fa2dd349e28bff8f1252490a,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,data,ba8c4a7c2589956ff967f28d7f550687,sklearn,raw_data/sms-spam_undersampled_1450.csv,4,True,True,100,20,label,brute,3,1,SeqRatio,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
40b9bdb8b52c91304943cdeff666c75e,train,deckard.base.experiment.Experiment,40b9bdb8b52c91304943cdeff666c75e,SMS Spam,cpu,40b9bdb8b52c91304943cdeff666c75e,40b9bdb8b52c91304943cdeff666c75e,k-KNN,40b9bdb8b52c91304943cdeff666c75e,40b9bdb8b52c91304943cdeff666c75e,1.2371993,0.061859965,1723641621.32004,1723641622.5118575,cpu,6.46789112,0.0646789112,1723641622.5119972,1723641628.6260452,cpu,0.78,7.598578782726162,raw_data/sms-spam_undersampled_1450.csv,label,2,True,True,100,20,deckard.base.files.FileConfig,.pkl,sms_spam,40b9bdb8b52c91304943cdeff666c75e,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,data,3f3762bb76b0afea903c71ba52ab8337,sklearn,raw_data/sms-spam_undersampled_1450.csv,2,True,True,100,20,label,brute,5,1,ZSTD,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
3fe6952dffb45507bb6e93b3de41c709,train,deckard.base.experiment.Experiment,3fe6952dffb45507bb6e93b3de41c709,SMS Spam,cpu,3fe6952dffb45507bb6e93b3de41c709,3fe6952dffb45507bb6e93b3de41c709,k-KNN,3fe6952dffb45507bb6e93b3de41c709,3fe6952dffb45507bb6e93b3de41c709,1.21324881,0.0606624405,1723641621.3209913,1723641622.4721732,cpu,6.79544427,0.0679544427,1723641622.4723074,1723641628.6049504,cpu,0.13,30.049119270338775,raw_data/sms-spam_undersampled_1450.csv,label,4,True,True,100,20,deckard.base.files.FileConfig,.pkl,sms_spam,3fe6952dffb45507bb6e93b3de41c709,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,data,ba8c4a7c2589956ff967f28d7f550687,sklearn,raw_data/sms-spam_undersampled_1450.csv,4,True,True,100,20,label,brute,11,1,SeqRatio,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
3d7691a79aed202083b955e1bc7a6acb,train,deckard.base.experiment.Experiment,3d7691a79aed202083b955e1bc7a6acb,SMS Spam,cpu,3d7691a79aed202083b955e1bc7a6acb,3d7691a79aed202083b955e1bc7a6acb,k-KNN,3d7691a79aed202083b955e1bc7a6acb,3d7691a79aed202083b955e1bc7a6acb,1.21955652,0.060977826,1723641587.9644768,1723641589.1096692,cpu,6.601196,0.06601196,1723641589.1098351,1723641595.08513,cpu,0.22,26.94050145920799,raw_data/sms-spam_undersampled_1450.csv,label,9,True,True,100,20,deckard.base.files.FileConfig,.pkl,sms_spam,3d7691a79aed202083b955e1bc7a6acb,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,data,5374e37104a8d0be9e6da0eef82278ef,sklearn,raw_data/sms-spam_undersampled_1450.csv,9,True,True,100,20,label,brute,1,1,SeqRatio,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
3377cd9afe430c31a5eb3a644ffbfcdd,train,deckard.base.experiment.Experiment,3377cd9afe430c31a5eb3a644ffbfcdd,SMS Spam,cpu,3377cd9afe430c31a5eb3a644ffbfcdd,3377cd9afe430c31a5eb3a644ffbfcdd,k-KNN,3377cd9afe430c31a5eb3a644ffbfcdd,3377cd9afe430c31a5eb3a644ffbfcdd,1.22481596,0.061240798,1723641495.4089725,1723641496.5917585,cpu,6.21247441,0.0621247441,1723641496.5919006,1723641502.4368913,cpu,0.86,4.835468675159006,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,100,20,deckard.base.files.FileConfig,.pkl,sms_spam,3377cd9afe430c31a5eb3a644ffbfcdd,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,data,63c1738b513a85c831ed6843dca90559,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,100,20,label,brute,7,1,GZIP,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
347fbd9d258c602e8e36b3e4eea3a5a2,train,deckard.base.experiment.Experiment,347fbd9d258c602e8e36b3e4eea3a5a2,SMS Spam,cpu,347fbd9d258c602e8e36b3e4eea3a5a2,347fbd9d258c602e8e36b3e4eea3a5a2,k-KNN,347fbd9d258c602e8e36b3e4eea3a5a2,347fbd9d258c602e8e36b3e4eea3a5a2,1.16818773,0.0584093865,1723641528.4041476,1723641529.5599616,cpu,5.96029819,0.0596029819,1723641529.5602188,1723641535.3576643,cpu,0.19,27.97669673495252,raw_data/sms-spam_undersampled_1450.csv,label,6,True,True,100,20,deckard.base.files.FileConfig,.pkl,sms_spam,347fbd9d258c602e8e36b3e4eea3a5a2,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,data,b697d096aaa91567d1e1d783758fc556,sklearn,raw_data/sms-spam_undersampled_1450.csv,6,True,True,100,20,label,brute,7,1,Ratio,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
350f7501bb1db1e1ea23619466f41898,train,deckard.base.experiment.Experiment,350f7501bb1db1e1ea23619466f41898,SMS Spam,cpu,350f7501bb1db1e1ea23619466f41898,350f7501bb1db1e1ea23619466f41898,k-KNN,350f7501bb1db1e1ea23619466f41898,350f7501bb1db1e1ea23619466f41898,1.2263623,0.061318115,1723641528.4045713,1723641529.5748725,cpu,6.33326132,0.0633326132,1723641529.574985,1723641535.4170885,cpu,0.76,8.289322326727167,raw_data/sms-spam_undersampled_1450.csv,label,1,True,True,100,20,deckard.base.files.FileConfig,.pkl,sms_spam,350f7501bb1db1e1ea23619466f41898,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,data,2225a8f0134cea6d28a0ccb2faafc389,sklearn,raw_data/sms-spam_undersampled_1450.csv,1,True,True,100,20,label,brute,1,1,BZ2,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
35c4393ff73c9a3f6780d10acac86dae,train,deckard.base.experiment.Experiment,35c4393ff73c9a3f6780d10acac86dae,SMS Spam,cpu,35c4393ff73c9a3f6780d10acac86dae,35c4393ff73c9a3f6780d10acac86dae,k-KNN,35c4393ff73c9a3f6780d10acac86dae,35c4393ff73c9a3f6780d10acac86dae,1.12832218,0.056416109,1723641510.025084,1723641511.1381254,cpu,6.18384437,0.0618384437,1723641511.1383,1723641517.1197412,cpu,0.14,29.70367553456957,raw_data/sms-spam_undersampled_1450.csv,label,1,True,True,100,20,deckard.base.files.FileConfig,.pkl,sms_spam,35c4393ff73c9a3f6780d10acac86dae,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,data,2225a8f0134cea6d28a0ccb2faafc389,sklearn,raw_data/sms-spam_undersampled_1450.csv,1,True,True,100,20,label,brute,11,1,Jaro,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
4d3362d083f9509b1a55ce3bf7f4baf6,train,deckard.base.experiment.Experiment,4d3362d083f9509b1a55ce3bf7f4baf6,SMS Spam,cpu,4d3362d083f9509b1a55ce3bf7f4baf6,4d3362d083f9509b1a55ce3bf7f4baf6,k-KNN,4d3362d083f9509b1a55ce3bf7f4baf6,4d3362d083f9509b1a55ce3bf7f4baf6,1.1622084,0.05811042,1723641422.3208635,1723641423.4586873,cpu,6.13299032,0.0613299032,1723641423.4588208,1723641429.403036,cpu,0.23,26.595089707335983,raw_data/sms-spam_undersampled_1450.csv,label,3,True,True,100,20,deckard.base.files.FileConfig,.pkl,sms_spam,4d3362d083f9509b1a55ce3bf7f4baf6,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,data,1a23e9a9f0bb0b3239b60e32a3949de1,sklearn,raw_data/sms-spam_undersampled_1450.csv,3,True,True,100,20,label,brute,7,1,Jaro,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
36f0c51eb91ea0ff2bbeb7710776d4a6,train,deckard.base.experiment.Experiment,36f0c51eb91ea0ff2bbeb7710776d4a6,SMS Spam,cpu,36f0c51eb91ea0ff2bbeb7710776d4a6,36f0c51eb91ea0ff2bbeb7710776d4a6,k-KNN,36f0c51eb91ea0ff2bbeb7710776d4a6,36f0c51eb91ea0ff2bbeb7710776d4a6,1.13965328,0.056982664,1723641440.461046,1723641441.583185,cpu,6.17556975,0.0617556975,1723641441.5833895,1723641447.581679,cpu,0.23,26.595089707335983,raw_data/sms-spam_undersampled_1450.csv,label,3,True,True,100,20,deckard.base.files.FileConfig,.pkl,sms_spam,36f0c51eb91ea0ff2bbeb7710776d4a6,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,data,1a23e9a9f0bb0b3239b60e32a3949de1,sklearn,raw_data/sms-spam_undersampled_1450.csv,3,True,True,100,20,label,brute,7,1,Jaro,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
39787cf29fcfa4daac8ebda35deb4d95,train,deckard.base.experiment.Experiment,39787cf29fcfa4daac8ebda35deb4d95,SMS Spam,cpu,39787cf29fcfa4daac8ebda35deb4d95,39787cf29fcfa4daac8ebda35deb4d95,k-KNN,39787cf29fcfa4daac8ebda35deb4d95,39787cf29fcfa4daac8ebda35deb4d95,1.07936763,0.0539683815,1723641639.6760647,1723641640.7500296,cpu,5.55450516,0.0555450516,1723641640.7501392,1723641646.194867,cpu,0.27,25.21351466361665,raw_data/sms-spam_undersampled_1450.csv,label,9,True,True,100,20,deckard.base.files.FileConfig,.pkl,sms_spam,39787cf29fcfa4daac8ebda35deb4d95,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,data,5374e37104a8d0be9e6da0eef82278ef,sklearn,raw_data/sms-spam_undersampled_1450.csv,9,True,True,100,20,label,brute,5,1,Jaro,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
3a6da2fa23c6c9c1fd20380e660c7df3,train,deckard.base.experiment.Experiment,3a6da2fa23c6c9c1fd20380e660c7df3,SMS Spam,cpu,3a6da2fa23c6c9c1fd20380e660c7df3,3a6da2fa23c6c9c1fd20380e660c7df3,k-KNN,3a6da2fa23c6c9c1fd20380e660c7df3,3a6da2fa23c6c9c1fd20380e660c7df3,1.16619245,0.0583096225,1723641528.404246,1723641529.553456,cpu,5.93958842,0.0593958842,1723641529.5536244,1723641535.3402472,cpu,0.84,5.52624420305722,raw_data/sms-spam_undersampled_1450.csv,label,9,True,True,100,20,deckard.base.files.FileConfig,.pkl,sms_spam,3a6da2fa23c6c9c1fd20380e660c7df3,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,data,5374e37104a8d0be9e6da0eef82278ef,sklearn,raw_data/sms-spam_undersampled_1450.csv,9,True,True,100,20,label,brute,3,1,Hamming,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
4d5610bc99c23e6a0d7a8d741047b5cc,train,deckard.base.experiment.Experiment,4d5610bc99c23e6a0d7a8d741047b5cc,SMS Spam,cpu,4d5610bc99c23e6a0d7a8d741047b5cc,4d5610bc99c23e6a0d7a8d741047b5cc,k-KNN,4d5610bc99c23e6a0d7a8d741047b5cc,4d5610bc99c23e6a0d7a8d741047b5cc,1.24956605,0.0624783025,1723641587.9559488,1723641589.1160417,cpu,6.67538725,0.0667538725,1723641589.116182,1723641595.3948536,cpu,0.17,28.667520238696547,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,100,20,deckard.base.files.FileConfig,.pkl,sms_spam,4d5610bc99c23e6a0d7a8d741047b5cc,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,data,63c1738b513a85c831ed6843dca90559,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,100,20,label,brute,11,1,SeqRatio,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
500e2ff8971a8d9a21215131f5199f99,train,deckard.base.experiment.Experiment,500e2ff8971a8d9a21215131f5199f99,SMS Spam,cpu,500e2ff8971a8d9a21215131f5199f99,500e2ff8971a8d9a21215131f5199f99,k-KNN,500e2ff8971a8d9a21215131f5199f99,500e2ff8971a8d9a21215131f5199f99,1.16285664,0.058142832,1723641458.9014058,1723641460.050094,cpu,6.0730516,0.060730516,1723641460.0502338,1723641465.9383874,cpu,0.18,28.322084498901628,raw_data/sms-spam_undersampled_1450.csv,label,10,True,True,100,20,deckard.base.files.FileConfig,.pkl,sms_spam,500e2ff8971a8d9a21215131f5199f99,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,data,7b41442186a10ec1361da64d5ec1b290,sklearn,raw_data/sms-spam_undersampled_1450.csv,10,True,True,100,20,label,brute,11,1,Ratio,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
6bd22d9d184c26922ccb305e683c0205,train,deckard.base.experiment.Experiment,6bd22d9d184c26922ccb305e683c0205,SMS Spam,cpu,6bd22d9d184c26922ccb305e683c0205,6bd22d9d184c26922ccb305e683c0205,k-KNN,6bd22d9d184c26922ccb305e683c0205,6bd22d9d184c26922ccb305e683c0205,1.24074822,0.062037411,1723641587.950527,1723641589.1588428,cpu,6.22800067,0.0622800067,1723641589.1589885,1723641595.0535038,cpu,0.84,5.526212219160012,raw_data/sms-spam_undersampled_1450.csv,label,2,True,True,100,20,deckard.base.files.FileConfig,.pkl,sms_spam,6bd22d9d184c26922ccb305e683c0205,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,data,3f3762bb76b0afea903c71ba52ab8337,sklearn,raw_data/sms-spam_undersampled_1450.csv,2,True,True,100,20,label,brute,7,1,ZSTD,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
6ccfdcfa8d2057a4f5ac2ed55e47edb9,train,deckard.base.experiment.Experiment,6ccfdcfa8d2057a4f5ac2ed55e47edb9,SMS Spam,cpu,6ccfdcfa8d2057a4f5ac2ed55e47edb9,6ccfdcfa8d2057a4f5ac2ed55e47edb9,k-KNN,6ccfdcfa8d2057a4f5ac2ed55e47edb9,6ccfdcfa8d2057a4f5ac2ed55e47edb9,1.17784529,0.0588922645,1723641422.3409526,1723641423.4422052,cpu,6.82833591,0.0682833591,1723641423.442375,1723641429.752188,cpu,0.19,27.97667274702961,raw_data/sms-spam_undersampled_1450.csv,label,3,True,True,100,20,deckard.base.files.FileConfig,.pkl,sms_spam,6ccfdcfa8d2057a4f5ac2ed55e47edb9,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,data,1a23e9a9f0bb0b3239b60e32a3949de1,sklearn,raw_data/sms-spam_undersampled_1450.csv,3,True,True,100,20,label,brute,5,1,SeqRatio,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
6db40cf9c7e657534b7950cba1c07619,train,deckard.base.experiment.Experiment,6db40cf9c7e657534b7950cba1c07619,SMS Spam,cpu,6db40cf9c7e657534b7950cba1c07619,6db40cf9c7e657534b7950cba1c07619,k-KNN,6db40cf9c7e657534b7950cba1c07619,6db40cf9c7e657534b7950cba1c07619,1.11822482,0.055911241,1723641393.0993738,1723641394.2059262,cpu,5.85613392,0.0585613392,1723641394.2060385,1723641399.9148457,cpu,0.13,30.04908728644158,raw_data/sms-spam_undersampled_1450.csv,label,1,True,True,100,20,deckard.base.files.FileConfig,.pkl,sms_spam,6db40cf9c7e657534b7950cba1c07619,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,data,2225a8f0134cea6d28a0ccb2faafc389,sklearn,raw_data/sms-spam_undersampled_1450.csv,1,True,True,100,20,label,brute,11,1,Ratio,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
74bfbacbc04d66dd879c9730b270427f,train,deckard.base.experiment.Experiment,74bfbacbc04d66dd879c9730b270427f,SMS Spam,cpu,74bfbacbc04d66dd879c9730b270427f,74bfbacbc04d66dd879c9730b270427f,k-KNN,74bfbacbc04d66dd879c9730b270427f,74bfbacbc04d66dd879c9730b270427f,1.06038171,0.0530190855,1723641603.6323824,1723641604.6865911,cpu,5.57017123,0.0557017123,1723641604.687495,1723641610.1495297,cpu,0.19,27.97669673495252,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,100,20,deckard.base.files.FileConfig,.pkl,sms_spam,74bfbacbc04d66dd879c9730b270427f,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,data,63c1738b513a85c831ed6843dca90559,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,100,20,label,brute,5,1,Jaro-Winkler,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
5150768539a7d5792d5241f2c5e359b3,train,deckard.base.experiment.Experiment,5150768539a7d5792d5241f2c5e359b3,SMS Spam,cpu,5150768539a7d5792d5241f2c5e359b3,5150768539a7d5792d5241f2c5e359b3,k-KNN,5150768539a7d5792d5241f2c5e359b3,5150768539a7d5792d5241f2c5e359b3,1.15288349,0.0576441745,1723641476.9930017,1723641478.132929,cpu,6.11018643,0.0611018643,1723641478.1332245,1723641484.0629225,cpu,0.84,5.526236207082917,raw_data/sms-spam_undersampled_1450.csv,label,4,True,True,100,20,deckard.base.files.FileConfig,.pkl,sms_spam,5150768539a7d5792d5241f2c5e359b3,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,data,ba8c4a7c2589956ff967f28d7f550687,sklearn,raw_data/sms-spam_undersampled_1450.csv,4,True,True,100,20,label,brute,1,1,Hamming,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
52b9f2eb83a04b0f01f158c6df5b270c,train,deckard.base.experiment.Experiment,52b9f2eb83a04b0f01f158c6df5b270c,SMS Spam,cpu,52b9f2eb83a04b0f01f158c6df5b270c,52b9f2eb83a04b0f01f158c6df5b270c,k-KNN,52b9f2eb83a04b0f01f158c6df5b270c,52b9f2eb83a04b0f01f158c6df5b270c,1.12017981,0.0560089905,1723641495.4085746,1723641496.5214844,cpu,5.91381313,0.0591381313,1723641496.5217574,1723641502.2848074,cpu,0.75,8.634766062496388,raw_data/sms-spam_undersampled_1450.csv,label,2,True,True,100,20,deckard.base.files.FileConfig,.pkl,sms_spam,52b9f2eb83a04b0f01f158c6df5b270c,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,data,3f3762bb76b0afea903c71ba52ab8337,sklearn,raw_data/sms-spam_undersampled_1450.csv,2,True,True,100,20,label,brute,3,1,Hamming,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
53bf6fbf7e23ce4b24f18f991edae7be,train,deckard.base.experiment.Experiment,53bf6fbf7e23ce4b24f18f991edae7be,SMS Spam,cpu,53bf6fbf7e23ce4b24f18f991edae7be,53bf6fbf7e23ce4b24f18f991edae7be,k-KNN,53bf6fbf7e23ce4b24f18f991edae7be,53bf6fbf7e23ce4b24f18f991edae7be,1.23843433,0.0619217165,1723641587.949854,1723641589.1468575,cpu,6.20154252,0.0620154252,1723641589.147081,1723641594.982744,cpu,0.85,5.180896418979622,raw_data/sms-spam_undersampled_1450.csv,label,10,True,True,100,20,deckard.base.files.FileConfig,.pkl,sms_spam,53bf6fbf7e23ce4b24f18f991edae7be,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,data,7b41442186a10ec1361da64d5ec1b290,sklearn,raw_data/sms-spam_undersampled_1450.csv,10,True,True,100,20,label,brute,7,1,GZIP,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
