,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.C,model.init.class_weight,Condensing Method,model.init.distance_matrix,model.init.fit_intercept,Condensing Ratio,model.init.max_iter,Metric,model.init.modified,model.init.name,model.init.penalty,model.init.solver,Symmetric,model.init.tol,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers
00373439d57f88a644e098a307000ef4,train,deckard.base.experiment.Experiment,00373439d57f88a644e098a307000ef4,Truthseeker,cpu,00373439d57f88a644e098a307000ef4,00373439d57f88a644e098a307000ef4,k-Logistic,00373439d57f88a644e098a307000ef4,00373439d57f88a644e098a307000ef4,0.545,15.7154091258299,cpu,1727413017.1968346,1727413011.8935847,6.3714164,0.015928541,cpu,1727413011.8935006,1727413002.4344802,9.48833808,0.00948833808,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,00373439d57f88a644e098a307000ef4,predictions.json,reports/condense/logistic/gzip/0.1/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,811.8211430883442,balanced,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,True,0.1,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0001045427379564,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
5da2281fee268a083c16925c40c0e0e7,train,deckard.base.experiment.Experiment,5da2281fee268a083c16925c40c0e0e7,Truthseeker,cpu,5da2281fee268a083c16925c40c0e0e7,5da2281fee268a083c16925c40c0e0e7,k-Logistic,5da2281fee268a083c16925c40c0e0e7,5da2281fee268a083c16925c40c0e0e7,0.5825,14.420151038194213,cpu,1727414138.5397377,1727414115.1526446,28.47754232,0.0711938558,cpu,1727414115.1525512,1727414111.8650155,3.31997865,0.00331997865,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,5da2281fee268a083c16925c40c0e0e7,predictions.json,reports/condense/logistic/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,314.02276778155925,,SVC,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,True,0.5,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l1,saga,Symmetric,0.0005426585495034,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
5fcdeac8c896fcd99d55aeffd5ba7239,train,deckard.base.experiment.Experiment,5fcdeac8c896fcd99d55aeffd5ba7239,Truthseeker,cpu,5fcdeac8c896fcd99d55aeffd5ba7239,5fcdeac8c896fcd99d55aeffd5ba7239,k-Logistic,5fcdeac8c896fcd99d55aeffd5ba7239,5fcdeac8c896fcd99d55aeffd5ba7239,0.5525,15.456300337086503,cpu,1727414223.6549537,1727414201.2157202,27.65048188,0.0691262047,cpu,1727414201.2156188,1727414189.9802718,11.25924011,0.01125924011,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,5fcdeac8c896fcd99d55aeffd5ba7239,predictions.json,reports/condense/logistic/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,62.13224313175083,balanced,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,True,0.5,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,2.9412462884102005e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
6311adaa22bf146e794de6046bca0332,train,deckard.base.experiment.Experiment,6311adaa22bf146e794de6046bca0332,Truthseeker,cpu,6311adaa22bf146e794de6046bca0332,6311adaa22bf146e794de6046bca0332,k-Logistic,6311adaa22bf146e794de6046bca0332,6311adaa22bf146e794de6046bca0332,0.5675,14.93820269921424,cpu,1727414013.8045,1727413991.1615152,27.68427905,0.069210697625,cpu,1727413991.1614306,1727413979.8862076,11.30367801,0.01130367801,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,6311adaa22bf146e794de6046bca0332,predictions.json,reports/condense/logistic/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,162.50707237692748,balanced,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,True,0.5,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.000941072040315,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
648f89c96d00d8a307e074a886ffae0d,train,deckard.base.experiment.Experiment,648f89c96d00d8a307e074a886ffae0d,Truthseeker,cpu,648f89c96d00d8a307e074a886ffae0d,648f89c96d00d8a307e074a886ffae0d,k-Logistic,648f89c96d00d8a307e074a886ffae0d,648f89c96d00d8a307e074a886ffae0d,0.5575,15.283606455111949,cpu,1727414263.3472564,1727414240.21567,28.33722108,0.0708430527,cpu,1727414240.2155883,1727414228.294975,11.95188844,0.01195188844,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,648f89c96d00d8a307e074a886ffae0d,predictions.json,reports/condense/logistic/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,890.0563229764299,balanced,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,True,0.5,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0005515900263516,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
6631f832a02b26575c3038b06ce0f052,train,deckard.base.experiment.Experiment,6631f832a02b26575c3038b06ce0f052,Truthseeker,cpu,6631f832a02b26575c3038b06ce0f052,6631f832a02b26575c3038b06ce0f052,k-Logistic,6631f832a02b26575c3038b06ce0f052,6631f832a02b26575c3038b06ce0f052,0.5575,15.283606455111949,cpu,1727414014.09359,1727413991.8626914,27.30035896,0.0682508974,cpu,1727413991.8626022,1727413979.8868492,12.00357623,0.01200357623,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,6631f832a02b26575c3038b06ce0f052,predictions.json,reports/condense/logistic/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,134.80830419757868,balanced,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,True,0.5,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.000361749829778,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
68ea53ba065858db3da11fcf5829902e,train,deckard.base.experiment.Experiment,68ea53ba065858db3da11fcf5829902e,Truthseeker,cpu,68ea53ba065858db3da11fcf5829902e,68ea53ba065858db3da11fcf5829902e,k-Logistic,68ea53ba065858db3da11fcf5829902e,68ea53ba065858db3da11fcf5829902e,0.5,17.26978799617044,cpu,1727414090.610777,1727414068.0895605,27.4245547,0.06856138675,cpu,1727414068.089473,1727414067.5119247,0.61138543,0.00061138543,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,68ea53ba065858db3da11fcf5829902e,predictions.json,reports/condense/logistic/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,0.0040982967138721,,NearMiss,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,False,0.5,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0007232814253979,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
695dca9f29273314bbea55c9caceac09,train,deckard.base.experiment.Experiment,695dca9f29273314bbea55c9caceac09,Truthseeker,cpu,695dca9f29273314bbea55c9caceac09,695dca9f29273314bbea55c9caceac09,k-Logistic,695dca9f29273314bbea55c9caceac09,695dca9f29273314bbea55c9caceac09,0.5625,15.110936561060305,cpu,1727414145.060791,1727414123.6884758,26.3718572,0.065929643,cpu,1727414123.6883905,1727414111.875982,11.84192761,0.01184192761,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,695dca9f29273314bbea55c9caceac09,predictions.json,reports/condense/logistic/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,5.865552711633874,,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,False,0.5,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,1.054199655172073e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
6b6013f6f7983405b33c1f42c5ff55e8,train,deckard.base.experiment.Experiment,6b6013f6f7983405b33c1f42c5ff55e8,Truthseeker,cpu,6b6013f6f7983405b33c1f42c5ff55e8,6b6013f6f7983405b33c1f42c5ff55e8,k-Logistic,6b6013f6f7983405b33c1f42c5ff55e8,6b6013f6f7983405b33c1f42c5ff55e8,0.5375,15.974298025279992,cpu,1727409019.7404938,1727408996.273845,28.26327198,0.07065817995,cpu,1727408996.2737615,1727408992.9370797,3.3655464,0.0033655464,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,6b6013f6f7983405b33c1f42c5ff55e8,predictions.json,reports/condense/logistic/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,9.338975610624884,,Sum,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,True,0.5,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l1,saga,Symmetric,0.000437585447264,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
6c3817bb948afa630ccbc94111bbe876,train,deckard.base.experiment.Experiment,6c3817bb948afa630ccbc94111bbe876,Truthseeker,cpu,6c3817bb948afa630ccbc94111bbe876,6c3817bb948afa630ccbc94111bbe876,k-Logistic,6c3817bb948afa630ccbc94111bbe876,6c3817bb948afa630ccbc94111bbe876,0.56,15.197277505066854,cpu,1727413918.984752,1727413895.585204,28.4085496,0.071021374,cpu,1727413895.5851057,1727413893.0754206,2.53367075,0.00253367075,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,6c3817bb948afa630ccbc94111bbe876,predictions.json,reports/condense/logistic/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,99.76821368269894,,NearMiss,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,True,0.5,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.000192107208555,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
